TAG	1121259.3	1214564.3	1387555.3	1387557.3	1387569.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3
TAG3449	-	-	-	-	fig|1387569.3.peg.665	-	-	-	-	-	-	-	-
TAG3450	-	-	-	-	fig|1387569.3.peg.668	-	-	-	-	-	-	-	-
TAG3451	-	-	-	-	fig|1387569.3.peg.669	-	-	-	-	-	-	-	-
TAG3452	fig|1121259.3.peg.1636	fig|1214564.3.peg.1599	fig|1387555.3.peg.2435	fig|1387557.3.peg.769	fig|1387569.3.peg.671	fig|31899.10.peg.956|SAMN05216182_0786	fig|351627.8.peg.859|Csac_0751	fig|608506.3.peg.529|COB47_0470	fig|632292.3.peg.2232|Calhy_2130	fig|632335.8.peg.1924|Calkr_1785	fig|632348.3.peg.2222|Calkro_2108	fig|632516.3.peg.1939|CallaDRAFT_1868	fig|632518.3.peg.426|Calow_0380
TAG3453	-	-	-	-	fig|1387569.3.peg.673	-	-	-	-	-	-	-	-
TAG3454	-	-	-	-	fig|1387569.3.peg.674	-	-	-	-	-	-	-	-
TAG3455	fig|1121259.3.peg.1639	fig|1214564.3.peg.1596	fig|1387555.3.peg.2433	fig|1387557.3.peg.772	fig|1387569.3.peg.675	fig|31899.10.peg.959|SAMN05216182_0789	fig|351627.8.peg.862|Csac_0754	fig|608506.3.peg.532|COB47_0473	fig|632292.3.peg.2229|Calhy_2127	fig|632335.8.peg.1921|Calkr_1782	fig|632348.3.peg.2219|Calkro_2105	fig|632516.3.peg.1942|CallaDRAFT_1871	fig|632518.3.peg.429|Calow_0383
TAG3456	fig|1121259.3.peg.1642	fig|1214564.3.peg.1593	fig|1387555.3.peg.2430	fig|1387557.3.peg.776	fig|1387569.3.peg.677	fig|31899.10.peg.962|SAMN05216182_0793	fig|351627.8.peg.865|Csac_0757	fig|608506.3.peg.535|COB47_0476	fig|632292.3.peg.2224|Calhy_2123	fig|632335.8.peg.598|Calkr_0537	fig|632348.3.peg.2216|Calkro_2102	fig|632516.3.peg.1078|CallaDRAFT_1020	fig|632518.3.peg.432|Calow_0386
TAG3457	-	-	-	-	fig|1387569.3.peg.679	-	-	-	-	-	-	-	-
TAG3458	-	-	-	-	fig|1387569.3.peg.680	-	-	-	-	-	-	-	-
TAG3459	fig|1121259.3.peg.1646	fig|1214564.3.peg.1589	fig|1387555.3.peg.2426	fig|1387557.3.peg.780	fig|1387569.3.peg.682	fig|31899.10.peg.966|SAMN05216182_0797	fig|351627.8.peg.869|Csac_0761	fig|608506.3.peg.539|COB47_0480	fig|632292.3.peg.2220|Calhy_2119	fig|632335.8.peg.602|Calkr_0541	fig|632348.3.peg.2212|Calkro_2098	fig|632516.3.peg.1082|CallaDRAFT_1024	fig|632518.3.peg.437|Calow_0390
TAG3460	fig|1121259.3.peg.1648	fig|1214564.3.peg.1586	fig|1387555.3.peg.2424	fig|1387557.3.peg.782	fig|1387569.3.peg.684	fig|31899.10.peg.968|SAMN05216182_0799	fig|351627.8.peg.871|Csac_0763	fig|608506.3.peg.541|COB47_0482	fig|632292.3.peg.2218|Calhy_2117	fig|632335.8.peg.605|Calkr_0544	fig|632348.3.peg.2210|Calkro_2096	fig|632516.3.peg.2347|CallaDRAFT_2256	fig|632518.3.peg.439|Calow_0392
TAG3461	fig|1121259.3.peg.1649	fig|1214564.3.peg.1585	fig|1387555.3.peg.2423	fig|1387557.3.peg.783	fig|1387569.3.peg.685	fig|31899.10.peg.969|SAMN05216182_0801	fig|351627.8.peg.872|Csac_0764	fig|608506.3.peg.542|COB47_0483	fig|632292.3.peg.2217|Calhy_2116	fig|632335.8.peg.606|Calkr_0545	fig|632348.3.peg.2209|Calkro_2095	fig|632516.3.peg.2348|CallaDRAFT_2257	fig|632518.3.peg.440|Calow_0393
TAG3462	fig|1121259.3.peg.1650	fig|1214564.3.peg.1584	fig|1387555.3.peg.2422	fig|1387557.3.peg.784	fig|1387569.3.peg.686	fig|31899.10.peg.970|SAMN05216182_0802	fig|351627.8.peg.873|Csac_0765	fig|608506.3.peg.543|COB47_0484	-	fig|632335.8.peg.607|Calkr_0546	fig|632348.3.peg.2208|Calkro_2094	fig|632516.3.peg.2349|CallaDRAFT_2258	fig|632518.3.peg.441|Calow_0394
TAG3463	fig|1121259.3.peg.1651	fig|1214564.3.peg.1583	fig|1387555.3.peg.2421	fig|1387557.3.peg.785	fig|1387569.3.peg.687	fig|31899.10.peg.971|SAMN05216182_0803	fig|351627.8.peg.874|Csac_0766	fig|608506.3.peg.544|COB47_0485	fig|632292.3.peg.2215|Calhy_2114	fig|632335.8.peg.608|Calkr_0547	fig|632348.3.peg.2207|Calkro_2093	fig|632516.3.peg.2350|CallaDRAFT_2259	fig|632518.3.peg.442|Calow_0395
TAG3464	-	-	-	-	fig|1387569.3.peg.689	-	-	-	-	-	-	-	-
TAG3465	-	-	-	-	fig|1387569.3.peg.69	-	-	-	-	-	-	-	-
TAG3466	-	-	-	-	fig|1387569.3.peg.690	-	-	-	-	-	-	-	-
TAG3467	-	-	-	-	fig|1387569.3.peg.693	-	-	-	-	-	-	-	-
TAG3468	-	-	-	-	fig|1387569.3.peg.694	-	-	-	-	-	-	-	-
TAG3469	-	-	-	-	fig|1387569.3.peg.695	-	-	-	-	-	-	-	-
TAG3470	fig|1121259.3.peg.1655	fig|1214564.3.peg.1579	fig|1387555.3.peg.2420	fig|1387557.3.peg.789	fig|1387569.3.peg.696	fig|31899.10.peg.975|SAMN05216182_0807	fig|351627.8.peg.878|Csac_0770	fig|608506.3.peg.548|COB47_0489	fig|632292.3.peg.2211|Calhy_2110	fig|632335.8.peg.612|Calkr_0551	fig|632348.3.peg.2203|Calkro_2089	fig|632516.3.peg.2354|CallaDRAFT_2263	fig|632518.3.peg.446|Calow_0399
TAG3471	fig|1121259.3.peg.1656	fig|1214564.3.peg.1578	fig|1387555.3.peg.2419	fig|1387557.3.peg.790	fig|1387569.3.peg.697	fig|31899.10.peg.976|SAMN05216182_0808	fig|351627.8.peg.879|Csac_0771	fig|608506.3.peg.549	fig|632292.3.peg.2210|Calhy_2109	fig|632335.8.peg.613|Calkr_0552	fig|632348.3.peg.2202|Calkro_2088	fig|632516.3.peg.2355|CallaDRAFT_2264	fig|632518.3.peg.447|Calow_0400
TAG3472	fig|1121259.3.peg.1657	fig|1214564.3.peg.1577	fig|1387555.3.peg.2418	fig|1387557.3.peg.791	fig|1387569.3.peg.698	fig|31899.10.peg.977|SAMN05216182_0809	fig|351627.8.peg.880|Csac_0772	fig|608506.3.peg.550|COB47_0491	fig|632292.3.peg.2209|Calhy_2108	fig|632335.8.peg.614|Calkr_0553	fig|632348.3.peg.2201|Calkro_2087	fig|632516.3.peg.2356|CallaDRAFT_2265	fig|632518.3.peg.448|Calow_0401
TAG3473	-	-	-	-	fig|1387569.3.peg.7	-	-	-	-	-	-	-	-
TAG3474	-	-	-	-	fig|1387569.3.peg.70	-	-	-	-	-	-	-	-
TAG3475	-	-	-	-	fig|1387569.3.peg.700	-	-	-	-	-	-	-	-
TAG3476	-	-	-	-	fig|1387569.3.peg.701	-	-	-	-	-	-	-	-
TAG3477	-	-	-	-	fig|1387569.3.peg.704	-	-	-	-	-	-	-	-
TAG3478	fig|1121259.3.peg.1241	fig|1214564.3.peg.365	fig|1387555.3.peg.2404	fig|1387557.3.peg.2641	fig|1387569.3.peg.707	fig|31899.10.peg.2804|SAMN05216182_2559	fig|351627.8.peg.826|Csac_0720	fig|608506.3.peg.2155|COB47_2016	fig|632292.3.peg.583|Calhy_0536	fig|632335.8.peg.2428|Calkr_2243	fig|632348.3.peg.434|Calkro_0406	fig|632516.3.peg.871|CallaDRAFT_0832	fig|632518.3.peg.2045|Calow_1922
TAG3479	-	-	-	-	fig|1387569.3.peg.709	-	-	-	-	-	-	-	-
TAG3480	-	-	-	-	fig|1387569.3.peg.71	-	-	-	-	-	-	-	-
TAG3481	-	-	-	-	fig|1387569.3.peg.711	-	-	-	-	-	-	-	-
TAG3482	-	-	-	-	fig|1387569.3.peg.712	-	-	-	-	-	-	-	-
TAG3483	fig|1121259.3.peg.1255	fig|1214564.3.peg.361	fig|1387555.3.peg.2401	fig|1387557.3.peg.2635	fig|1387569.3.peg.715	fig|31899.10.peg.2790|SAMN05216182_2545	fig|351627.8.peg.830|Csac_0724	fig|608506.3.peg.2139|COB47_2001	fig|632292.3.peg.589|Calhy_0541	fig|632335.8.peg.2426|Calkr_2241	fig|632348.3.peg.448|Calkro_0420	fig|632516.3.peg.873|CallaDRAFT_0834	fig|632518.3.peg.2031|Calow_1908
TAG3484	-	-	-	-	fig|1387569.3.peg.717	-	-	-	-	-	-	-	-
TAG3485	-	-	-	-	fig|1387569.3.peg.72	-	-	-	-	-	-	-	-
TAG3486	fig|1121259.3.peg.1259	fig|1214564.3.peg.1623	fig|1387555.3.peg.2395	fig|1387557.3.peg.2631	fig|1387569.3.peg.720	fig|31899.10.peg.2779|SAMN05216182_2535	fig|351627.8.peg.836|Csac_0729	fig|608506.3.peg.2133|COB47_1996	fig|632292.3.peg.592|Calhy_0544	fig|632335.8.peg.411|Calkr_0362	fig|632348.3.peg.451|Calkro_0423	-	fig|632518.3.peg.2025|Calow_1904
TAG3487	fig|1121259.3.peg.1260	fig|1214564.3.peg.1622	fig|1387555.3.peg.2394	fig|1387557.3.peg.2630	fig|1387569.3.peg.721	fig|31899.10.peg.2778|SAMN05216182_2534	fig|351627.8.peg.837|Csac_0730	fig|608506.3.peg.2132|COB47_1995	fig|632292.3.peg.593|Calhy_0545	fig|632335.8.peg.412|Calkr_0363	fig|632348.3.peg.452|Calkro_0424	fig|632516.3.peg.2174|CallaDRAFT_2093	fig|632518.3.peg.2024|Calow_1903
TAG3488	fig|1121259.3.peg.1263	fig|1214564.3.peg.1618	fig|1387555.3.peg.2391	fig|1387557.3.peg.2627	fig|1387569.3.peg.723	fig|31899.10.peg.2776|SAMN05216182_2532	fig|351627.8.peg.842|Csac_0734	fig|608506.3.peg.2129|COB47_1992	fig|632292.3.peg.596|Calhy_0548	fig|632335.8.peg.415|Calkr_0365	fig|632348.3.peg.455|Calkro_0427	fig|632516.3.peg.2176|CallaDRAFT_2095	fig|632518.3.peg.2021|Calow_1900
TAG3489	fig|1121259.3.peg.1658	fig|1214564.3.peg.1576	fig|1387555.3.peg.2390	fig|1387557.3.peg.792	fig|1387569.3.peg.724	fig|31899.10.peg.978|SAMN05216182_0810	fig|351627.8.peg.881|Csac_0773	fig|608506.3.peg.551|COB47_0492	fig|632292.3.peg.2208|Calhy_2107	fig|632335.8.peg.615|Calkr_0554	fig|632348.3.peg.2200|Calkro_2086	fig|632516.3.peg.2357|CallaDRAFT_2266	fig|632518.3.peg.449|Calow_0402
TAG3490	fig|1121259.3.peg.1659	fig|1214564.3.peg.1574	fig|1387555.3.peg.2389	fig|1387557.3.peg.793	fig|1387569.3.peg.725	fig|31899.10.peg.979|SAMN05216182_0811	fig|351627.8.peg.882|Csac_0774	fig|608506.3.peg.552|COB47_0493	fig|632292.3.peg.2207|Calhy_2106	fig|632335.8.peg.616|Calkr_0555	fig|632348.3.peg.2199|Calkro_2085	-	fig|632518.3.peg.450|Calow_0403
TAG3491	fig|1121259.3.peg.1667	fig|1214564.3.peg.1570	fig|1387555.3.peg.2387	fig|1387557.3.peg.798	fig|1387569.3.peg.727	fig|31899.10.peg.984|SAMN05216182_0816	fig|351627.8.peg.886|Csac_0778	fig|608506.3.peg.557|COB47_0498	fig|632292.3.peg.2200|Calhy_2100	fig|632335.8.peg.2212|Calkr_2045	fig|632348.3.peg.2197|Calkro_2082	-	fig|632518.3.peg.454|Calow_0407
TAG3492	fig|1121259.3.peg.1668	fig|1214564.3.peg.1569	fig|1387555.3.peg.2386	fig|1387557.3.peg.799	fig|1387569.3.peg.728	fig|31899.10.peg.985|SAMN05216182_0817	fig|351627.8.peg.887|Csac_0779	fig|608506.3.peg.558|COB47_0499	fig|632292.3.peg.2199|Calhy_2099	fig|632335.8.peg.2211|Calkr_2044	fig|632348.3.peg.2196|Calkro_2081	fig|632516.3.peg.2739|CallaDRAFT_2652	fig|632518.3.peg.455|Calow_0408
TAG3493	-	-	-	-	fig|1387569.3.peg.729	-	-	-	-	-	-	fig|632516.3.peg.2738|CallaDRAFT_2651	-
TAG3494	-	-	-	-	fig|1387569.3.peg.730	-	-	-	-	-	-	-	-
TAG3495	fig|1121259.3.peg.1670	fig|1214564.3.peg.1568	fig|1387555.3.peg.2383	fig|1387557.3.peg.802	fig|1387569.3.peg.732	fig|31899.10.peg.986|SAMN05216182_0818	fig|351627.8.peg.888|Csac_0780	fig|608506.3.peg.559|COB47_0500	fig|632292.3.peg.2198|Calhy_2098	fig|632335.8.peg.2209|Calkr_2042	fig|632348.3.peg.2195|Calkro_2080	fig|632516.3.peg.2368|CallaDRAFT_2278	fig|632518.3.peg.456|Calow_0409
TAG3496	fig|1121259.3.peg.1672	fig|1214564.3.peg.1566	fig|1387555.3.peg.2381	fig|1387557.3.peg.804	fig|1387569.3.peg.734	fig|31899.10.peg.988|SAMN05216182_0820	fig|351627.8.peg.890|Csac_0782	fig|608506.3.peg.561|COB47_0502	fig|632292.3.peg.2196|Calhy_2096	fig|632335.8.peg.2207|Calkr_2040	fig|632348.3.peg.2193|Calkro_2078	fig|632516.3.peg.2366|CallaDRAFT_2276	fig|632518.3.peg.458|Calow_0411
TAG3497	-	-	-	-	fig|1387569.3.peg.737	-	-	-	-	-	-	-	-
TAG3498	-	-	-	-	fig|1387569.3.peg.738	-	-	-	-	-	-	-	-
TAG3499	fig|1121259.3.peg.770	fig|1214564.3.peg.1555	fig|1387555.3.peg.2376	fig|1387557.3.peg.812	fig|1387569.3.peg.743	fig|31899.10.peg.994|SAMN05216182_0826	fig|351627.8.peg.900|Csac_0792	fig|608506.3.peg.569|COB47_0510	fig|632292.3.peg.2184|Calhy_2085	fig|632335.8.peg.2200|Calkr_2033	fig|632348.3.peg.2185|Calkro_2070	fig|632516.3.peg.2245|CallaDRAFT_2162	fig|632518.3.peg.476|Calow_0426
TAG3500	fig|1121259.3.peg.772	fig|1214564.3.peg.1553	fig|1387555.3.peg.2374	fig|1387557.3.peg.814	fig|1387569.3.peg.745	fig|31899.10.peg.996|SAMN05216182_0828	fig|351627.8.peg.902|Csac_0794	fig|608506.3.peg.571|COB47_0512	fig|632292.3.peg.2182|Calhy_2083	fig|632335.8.peg.2198|Calkr_2031	fig|632348.3.peg.2183|Calkro_2068	fig|632516.3.peg.2243|CallaDRAFT_2160	fig|632518.3.peg.478|Calow_0428
TAG3501	-	-	-	-	fig|1387569.3.peg.747	-	-	-	-	-	-	-	-
TAG3502	fig|1121259.3.peg.774	fig|1214564.3.peg.1548	fig|1387555.3.peg.2371	fig|1387557.3.peg.819	fig|1387569.3.peg.751	fig|31899.10.peg.1000|SAMN05216182_0831	fig|351627.8.peg.907|Csac_0798	fig|608506.3.peg.580|COB47_0521	fig|632292.3.peg.2179|Calhy_2080	fig|632335.8.peg.2193|Calkr_2026	fig|632348.3.peg.2181|Calkro_2065	fig|632516.3.peg.2241|CallaDRAFT_2157	fig|632518.3.peg.481|Calow_0431
TAG3503	fig|1121259.3.peg.775	fig|1214564.3.peg.1855	fig|1387555.3.peg.2370	fig|1387557.3.peg.820	fig|1387569.3.peg.752	fig|31899.10.peg.1001|SAMN05216182_0832	fig|351627.8.peg.908|Csac_0799	fig|608506.3.peg.581|COB47_0522	fig|632292.3.peg.2177|Calhy_2079	fig|632335.8.peg.2192|Calkr_2025	fig|632348.3.peg.2180|Calkro_2064	fig|632516.3.peg.2240|CallaDRAFT_2156	fig|632518.3.peg.483|Calow_0432
TAG3504	fig|1121259.3.peg.779	fig|1214564.3.peg.1851	fig|1387555.3.peg.2366	fig|1387557.3.peg.824	fig|1387569.3.peg.756	fig|31899.10.peg.1005|SAMN05216182_0836	fig|351627.8.peg.913|Csac_0803	fig|608506.3.peg.585|COB47_0526	fig|632292.3.peg.2173|Calhy_2075	fig|632335.8.peg.2188|Calkr_2021	fig|632348.3.peg.2176|Calkro_2060	fig|632516.3.peg.2236|CallaDRAFT_2152	fig|632518.3.peg.487|Calow_0436
TAG3505	-	-	-	-	fig|1387569.3.peg.76	-	fig|351627.8.peg.203|Csac_0171	-	-	-	fig|632348.3.peg.327	-	fig|632518.3.peg.1914
TAG3506	fig|1121259.3.peg.880	fig|1214564.3.peg.1842	fig|1387555.3.peg.2357	fig|1387557.3.peg.924	fig|1387569.3.peg.765	fig|31899.10.peg.1101|SAMN05216182_0924	fig|351627.8.peg.939|Csac_0827	fig|608506.3.peg.678|COB47_0614	fig|632292.3.peg.2091|Calhy_1997	fig|632335.8.peg.1651|Calkr_1524	fig|632348.3.peg.2074|Calkro_1968	fig|632516.3.peg.2153|CallaDRAFT_2075	fig|632518.3.peg.588|Calow_0535
TAG3507	-	-	-	-	fig|1387569.3.peg.77	-	-	-	-	-	-	-	-
TAG3508	fig|1121259.3.peg.885	fig|1214564.3.peg.1837	-	fig|1387557.3.peg.929	fig|1387569.3.peg.770	fig|31899.10.peg.1107|SAMN05216182_0929	fig|351627.8.peg.946|Csac_0834	fig|608506.3.peg.684|COB47_0619	fig|632292.3.peg.2085|Calhy_1992	fig|632335.8.peg.1646|Calkr_1519	fig|632348.3.peg.2068|Calkro_1963	-	fig|632518.3.peg.593|Calow_0540
TAG3509	fig|1121259.3.peg.886	fig|1214564.3.peg.1836	fig|1387555.3.peg.2349	fig|1387557.3.peg.930	fig|1387569.3.peg.771	fig|31899.10.peg.1109|SAMN05216182_0930	fig|351627.8.peg.947|Csac_0835	fig|608506.3.peg.686|COB47_0620	fig|632292.3.peg.2084|Calhy_1991	fig|632335.8.peg.1645|Calkr_1518	fig|632348.3.peg.2067|Calkro_1962	fig|632516.3.peg.2160|CallaDRAFT_2082	fig|632518.3.peg.595|Calow_0541
TAG3510	fig|1121259.3.peg.888	fig|1214564.3.peg.1834	fig|1387555.3.peg.2347	fig|1387557.3.peg.932	fig|1387569.3.peg.773	fig|31899.10.peg.1111|SAMN05216182_0932	fig|351627.8.peg.949|Csac_0837	fig|608506.3.peg.688|COB47_0622	fig|632292.3.peg.2082|Calhy_1989	fig|632335.8.peg.1643|Calkr_1516	fig|632348.3.peg.2065|Calkro_1960	fig|632516.3.peg.2162|CallaDRAFT_2084	fig|632518.3.peg.597|Calow_0543
TAG3511	-	fig|1214564.3.peg.51	fig|1387555.3.peg.2384	fig|1387557.3.peg.801	"fig|1387569.3.peg.731,fig|1387569.3.peg.780"	fig|31899.10.peg.1652|SAMN05216182_1445	fig|351627.8.peg.964|Csac_0851	-	-	-	fig|632348.3.peg.1613|Calkro_1529	-	fig|632518.3.peg.2052|Calow_1929
TAG3512	-	fig|1214564.3.peg.1762	fig|1387555.3.peg.2345	fig|1387557.3.peg.936	fig|1387569.3.peg.784	fig|31899.10.peg.1126|SAMN05216182_0942	-	fig|608506.3.peg.27|COB47_0027	-	-	fig|632348.3.peg.2059|Calkro_1954	-	-
TAG3513	-	-	fig|1387555.3.peg.2343	fig|1387557.3.peg.938	fig|1387569.3.peg.786	fig|31899.10.peg.1128|SAMN05216182_0944	-	fig|608506.3.peg.29|COB47_0029	-	-	fig|632348.3.peg.2057|Calkro_1952	-	-
TAG3514	-	-	fig|1387555.3.peg.2195	-	fig|1387569.3.peg.79	-	-	fig|608506.3.peg.2023|COB47_1890	-	-	-	fig|632516.3.peg.2606|CallaDRAFT_2512	-
TAG3515	fig|1121259.3.peg.890	fig|1214564.3.peg.1100	fig|1387555.3.peg.2334	fig|1387557.3.peg.946	fig|1387569.3.peg.791	fig|31899.10.peg.1130|SAMN05216182_0946	fig|351627.8.peg.966|Csac_0853	fig|608506.3.peg.693|COB47_0628	fig|632292.3.peg.2081|Calhy_1988	fig|632335.8.peg.1641|Calkr_1514	fig|632348.3.peg.2055|Calkro_1950	fig|632516.3.peg.2164|CallaDRAFT_2086	fig|632518.3.peg.598|Calow_0544
TAG3516	fig|1121259.3.peg.897	fig|1214564.3.peg.1093	fig|1387555.3.peg.2331	fig|1387557.3.peg.954	fig|1387569.3.peg.793	fig|31899.10.peg.1139|SAMN05216182_0952	fig|351627.8.peg.974|Csac_0857	fig|608506.3.peg.702|COB47_0634	fig|632292.3.peg.2074|Calhy_1983	fig|632335.8.peg.1633|Calkr_1508	fig|632348.3.peg.2050|Calkro_1946	fig|632516.3.peg.2698|CallaDRAFT_2610	fig|632518.3.peg.603|Calow_0547
TAG3517	fig|1121259.3.peg.898	fig|1214564.3.peg.1092	fig|1387555.3.peg.2330	fig|1387557.3.peg.955	fig|1387569.3.peg.794	fig|31899.10.peg.1140|SAMN05216182_0953	fig|351627.8.peg.976|Csac_0858	-	fig|632292.3.peg.2073|Calhy_1982	fig|632335.8.peg.1632|Calkr_1507	fig|632348.3.peg.2049|Calkro_1945	fig|632516.3.peg.2696|CallaDRAFT_2609	fig|632518.3.peg.605|Calow_0548
TAG3518	fig|1121259.3.peg.900	fig|1214564.3.peg.1090	fig|1387555.3.peg.2328	fig|1387557.3.peg.957	fig|1387569.3.peg.796	fig|31899.10.peg.1142|SAMN05216182_0955	fig|351627.8.peg.978|Csac_0860	fig|608506.3.peg.705|COB47_0637	fig|632292.3.peg.2071|Calhy_1980	fig|632335.8.peg.1630|Calkr_1505	fig|632348.3.peg.2047|Calkro_1943	fig|632516.3.peg.4|CallaDRAFT_0004	fig|632518.3.peg.607|Calow_0550
TAG3519	fig|1121259.3.peg.905	-	-	fig|1387557.3.peg.962	fig|1387569.3.peg.801	-	-	-	fig|632292.3.peg.2066|Calhy_1975	-	fig|632348.3.peg.2039|Calkro_1936	-	-
TAG3520	fig|1121259.3.peg.920	fig|1214564.3.peg.1083	-	fig|1387557.3.peg.975	fig|1387569.3.peg.802	fig|31899.10.peg.1161|SAMN05216182_0973	fig|351627.8.peg.995|Csac_0877	fig|608506.3.peg.727|COB47_0656	fig|632292.3.peg.2052|Calhy_1962	-	fig|632348.3.peg.2026|Calkro_1923	-	fig|632518.3.peg.625|Calow_0568
TAG3521	fig|1121259.3.peg.923	fig|1214564.3.peg.1080	fig|1387555.3.peg.2318	fig|1387557.3.peg.978	fig|1387569.3.peg.805	fig|31899.10.peg.1164|SAMN05216182_0976	fig|351627.8.peg.998|Csac_0880	fig|608506.3.peg.735|COB47_0663	fig|632292.3.peg.2049|Calhy_1959	fig|632335.8.peg.870|Calkr_0768	fig|632348.3.peg.2023|Calkro_1920	fig|632516.3.peg.674|CallaDRAFT_0651	fig|632518.3.peg.638|Calow_0579
TAG3522	-	fig|1214564.3.peg.1079	-	-	fig|1387569.3.peg.806	-	fig|351627.8.peg.999	-	-	-	-	-	-
TAG3523	fig|1121259.3.peg.925	fig|1214564.3.peg.1078	fig|1387555.3.peg.2317	fig|1387557.3.peg.979	fig|1387569.3.peg.807	fig|31899.10.peg.1165|SAMN05216182_0977	fig|351627.8.peg.1000|Csac_0881	fig|608506.3.peg.736|COB47_0664	fig|632292.3.peg.2048|Calhy_1958	fig|632335.8.peg.871|Calkr_0769	fig|632348.3.peg.2022|Calkro_1919	fig|632516.3.peg.675|CallaDRAFT_0652	fig|632518.3.peg.639|Calow_0580
TAG3524	-	-	-	-	fig|1387569.3.peg.81	-	-	-	-	-	-	-	-
TAG3525	-	-	-	-	fig|1387569.3.peg.814	-	-	-	-	-	-	-	-
TAG3526	-	-	-	-	fig|1387569.3.peg.816	-	-	-	-	-	-	-	-
TAG3527	-	-	-	-	fig|1387569.3.peg.819	-	-	-	-	-	-	-	-
TAG3528	-	-	-	-	fig|1387569.3.peg.821	-	-	-	-	-	-	-	-
TAG3529	-	-	-	-	fig|1387569.3.peg.822	-	-	-	-	-	-	-	-
TAG3530	-	-	-	-	fig|1387569.3.peg.824	-	-	-	-	-	-	-	-
TAG3531	-	-	-	-	fig|1387569.3.peg.825	-	-	-	-	-	-	-	-
TAG3532	-	-	-	-	fig|1387569.3.peg.826	-	-	-	-	-	-	-	-
TAG3533	-	-	-	-	fig|1387569.3.peg.827	-	-	-	-	-	-	-	-
TAG3534	-	-	-	-	fig|1387569.3.peg.828	-	-	-	-	-	-	-	-
TAG3535	-	-	-	-	fig|1387569.3.peg.829	-	-	-	-	-	-	-	-
TAG3536	-	-	-	-	fig|1387569.3.peg.830	-	-	-	-	-	-	-	-
TAG3537	-	-	-	-	fig|1387569.3.peg.831	-	-	-	-	-	-	-	-
TAG3538	-	-	-	-	fig|1387569.3.peg.832	-	-	-	-	-	-	-	-
TAG3539	-	-	-	-	fig|1387569.3.peg.833	-	-	-	-	-	-	-	-
TAG3540	-	-	-	-	fig|1387569.3.peg.834	-	-	-	-	-	-	-	-
TAG3541	-	-	-	-	fig|1387569.3.peg.835	-	-	-	-	-	-	-	-
TAG3542	-	-	-	-	fig|1387569.3.peg.836	-	-	-	-	-	-	-	-
TAG3543	-	-	-	-	fig|1387569.3.peg.837	-	-	-	-	-	-	-	-
TAG3544	-	-	-	-	fig|1387569.3.peg.838	-	-	-	-	-	-	-	-
TAG3545	-	-	-	-	fig|1387569.3.peg.839	-	-	-	-	-	-	-	-
TAG3546	-	-	-	-	fig|1387569.3.peg.84	-	-	-	-	-	-	-	-
TAG3547	-	-	-	-	fig|1387569.3.peg.840	-	-	-	-	-	-	-	-
TAG3548	-	-	-	-	fig|1387569.3.peg.841	-	-	-	-	-	-	-	-
TAG3549	-	-	-	-	fig|1387569.3.peg.847	-	-	-	-	-	-	-	-
TAG3550	-	-	-	-	fig|1387569.3.peg.848	-	-	-	-	-	-	-	-
TAG3551	-	-	-	-	fig|1387569.3.peg.85	-	-	-	-	-	-	-	-
TAG3552	-	-	-	-	fig|1387569.3.peg.851	-	-	-	-	-	-	-	-
TAG3553	-	-	-	-	fig|1387569.3.peg.853	-	-	-	-	-	-	-	-
TAG3554	-	-	-	-	fig|1387569.3.peg.854	-	-	-	-	-	-	-	-
TAG3555	-	-	-	-	fig|1387569.3.peg.856	-	-	-	-	-	-	-	-
TAG3556	-	-	-	-	fig|1387569.3.peg.858	-	-	-	-	-	-	-	-
TAG3557	-	-	-	-	fig|1387569.3.peg.859	-	-	-	-	-	-	-	-
TAG3558	-	-	-	-	fig|1387569.3.peg.860	-	-	-	-	-	-	-	-
TAG3559	-	-	-	-	fig|1387569.3.peg.861	-	-	-	-	-	-	-	-
TAG3560	-	-	-	-	fig|1387569.3.peg.862	-	-	-	-	-	-	-	-
TAG3561	-	-	-	-	fig|1387569.3.peg.863	-	-	-	-	-	-	-	-
TAG3562	-	-	-	-	fig|1387569.3.peg.864	fig|31899.10.peg.787	-	-	-	-	-	-	-
TAG3563	-	-	-	-	fig|1387569.3.peg.865	-	-	-	-	-	-	-	-
TAG3564	fig|1121259.3.peg.1745	fig|1214564.3.peg.1631	fig|1387555.3.peg.1794	fig|1387557.3.peg.1905	fig|1387569.3.peg.869	fig|31899.10.peg.2163|SAMN05216182_1943	fig|351627.8.peg.1866|Csac_1698	fig|608506.3.peg.1014|COB47_0930	fig|632292.3.peg.1180|Calhy_1100	fig|632335.8.peg.1801|Calkr_1667	fig|632348.3.peg.1134|Calkro_1071	fig|632516.3.peg.1685|CallaDRAFT_1620	fig|632518.3.peg.1486|Calow_1399
TAG3565	-	-	-	-	fig|1387569.3.peg.87	-	-	-	-	-	-	-	-
TAG3566	-	-	-	-	fig|1387569.3.peg.873	-	-	-	-	-	-	-	-
TAG3567	-	-	-	-	fig|1387569.3.peg.874	-	-	-	-	-	-	-	-
TAG3568	-	-	-	-	fig|1387569.3.peg.875	-	-	-	-	-	-	-	-
TAG3569	-	-	-	-	fig|1387569.3.peg.876	-	-	-	-	-	-	-	-
TAG3570	-	-	-	-	fig|1387569.3.peg.877	-	-	-	-	-	-	-	-
