TAG	1121259.3	1214564.3	1387555.3	1387557.3	1387569.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3
TAG3571	-	-	-	-	fig|1387569.3.peg.879	-	-	-	-	-	-	-	-
TAG3572	-	-	-	-	fig|1387569.3.peg.880	-	-	-	-	-	-	-	-
TAG3573	-	-	-	-	fig|1387569.3.peg.881	-	-	-	-	-	-	-	-
TAG3574	-	-	-	-	fig|1387569.3.peg.885	-	-	-	fig|632292.3.peg.2610	-	-	-	-
TAG3575	-	-	-	-	fig|1387569.3.peg.886	-	-	-	-	-	-	-	-
TAG3576	-	-	-	-	fig|1387569.3.peg.887	-	-	-	-	-	-	-	-
TAG3577	-	-	-	-	fig|1387569.3.peg.888	-	-	-	-	-	-	-	-
TAG3578	-	-	-	-	fig|1387569.3.peg.889	-	-	-	-	-	-	-	-
TAG3579	-	-	-	-	fig|1387569.3.peg.890	-	-	-	-	-	-	-	-
TAG3580	-	-	-	-	fig|1387569.3.peg.891	-	-	-	-	-	-	-	-
TAG3581	-	-	-	-	fig|1387569.3.peg.892	-	-	-	-	-	-	-	-
TAG3582	-	-	-	-	fig|1387569.3.peg.893	-	-	-	-	-	-	-	-
TAG3583	fig|1121259.3.peg.1753	fig|1214564.3.peg.1637	fig|1387555.3.peg.1786	fig|1387557.3.peg.1898	fig|1387569.3.peg.895	fig|31899.10.peg.2156|SAMN05216182_1936	fig|351627.8.peg.1874|Csac_1705	fig|608506.3.peg.1021|COB47_0936	fig|632292.3.peg.1186|Calhy_1106	fig|632335.8.peg.1793|Calkr_1659	fig|632348.3.peg.1141|Calkro_1078	fig|632516.3.peg.1692|CallaDRAFT_1627	fig|632518.3.peg.1478|Calow_1392
TAG3584	fig|1121259.3.peg.1754	fig|1214564.3.peg.1638	fig|1387555.3.peg.1785	fig|1387557.3.peg.1897	fig|1387569.3.peg.896	fig|31899.10.peg.2155|SAMN05216182_1935	fig|351627.8.peg.1875|Csac_1706	fig|608506.3.peg.1022|COB47_0937	fig|632292.3.peg.1187|Calhy_1107	fig|632335.8.peg.1792|Calkr_1658	fig|632348.3.peg.1142|Calkro_1079	fig|632516.3.peg.1693|CallaDRAFT_1628	fig|632518.3.peg.1477|Calow_1391
TAG3585	fig|1121259.3.peg.1756	fig|1214564.3.peg.1640	fig|1387555.3.peg.1783	fig|1387557.3.peg.1895	fig|1387569.3.peg.898	fig|31899.10.peg.2153|SAMN05216182_1933	fig|351627.8.peg.1877|Csac_1708	fig|608506.3.peg.1024|COB47_0939	fig|632292.3.peg.1189|Calhy_1109	fig|632335.8.peg.1790|Calkr_1656	fig|632348.3.peg.1144|Calkro_1081	fig|632516.3.peg.1695|CallaDRAFT_1630	fig|632518.3.peg.1475|Calow_1389
TAG3586	-	-	-	-	fig|1387569.3.peg.9	-	-	-	-	-	-	-	-
TAG3587	fig|1121259.3.peg.509	fig|1214564.3.peg.1971	fig|1387555.3.peg.287	fig|1387557.3.peg.464	"fig|1387569.3.peg.32,fig|1387569.3.peg.90"	fig|31899.10.peg.593|SAMN05216182_0451	fig|351627.8.peg.128|Csac_0105	fig|608506.3.peg.218|COB47_0198	fig|632292.3.peg.2550|Calhy_2431	fig|632335.8.peg.212|Calkr_0170	fig|632348.3.peg.2501|Calkro_2376	fig|632516.3.peg.1252|CallaDRAFT_1196	fig|632518.3.peg.148|Calow_0134
TAG3588	-	-	fig|1387555.3.peg.1781	-	fig|1387569.3.peg.900	-	-	-	-	-	-	-	-
TAG3589	fig|1121259.3.peg.1758	fig|1214564.3.peg.1641	fig|1387555.3.peg.1780	fig|1387557.3.peg.1892	fig|1387569.3.peg.901	fig|31899.10.peg.2151|SAMN05216182_1931	fig|351627.8.peg.1879|Csac_1710	fig|608506.3.peg.1025|COB47_0940	fig|632292.3.peg.1190|Calhy_1110	fig|632335.8.peg.1788|Calkr_1654	fig|632348.3.peg.1146|Calkro_1083	fig|632516.3.peg.1696|CallaDRAFT_1631	fig|632518.3.peg.1472|Calow_1386
TAG3590	fig|1121259.3.peg.1759	fig|1214564.3.peg.1642	fig|1387555.3.peg.1779	fig|1387557.3.peg.1891	fig|1387569.3.peg.902	fig|31899.10.peg.2150|SAMN05216182_1930	fig|351627.8.peg.1880|Csac_1711	fig|608506.3.peg.1026|COB47_0941	fig|632292.3.peg.1191|Calhy_1111	fig|632335.8.peg.1787|Calkr_1653	fig|632348.3.peg.1147|Calkro_1084	fig|632516.3.peg.1697|CallaDRAFT_1633	fig|632518.3.peg.1471|Calow_1385
TAG3591	fig|1121259.3.peg.1761	fig|1214564.3.peg.1644	fig|1387555.3.peg.1777	fig|1387557.3.peg.1889	fig|1387569.3.peg.904	fig|31899.10.peg.2148|SAMN05216182_1928	fig|351627.8.peg.1882|Csac_1713	fig|608506.3.peg.1028|COB47_0943	fig|632292.3.peg.1193|Calhy_1113	fig|632335.8.peg.1785|Calkr_1651	fig|632348.3.peg.1149|Calkro_1086	fig|632516.3.peg.1699|CallaDRAFT_1635	fig|632518.3.peg.1469|Calow_1383
TAG3592	fig|1121259.3.peg.1764	fig|1214564.3.peg.1647	fig|1387555.3.peg.1774	fig|1387557.3.peg.1886	fig|1387569.3.peg.907	fig|31899.10.peg.2145|SAMN05216182_1925	fig|351627.8.peg.1885|Csac_1716	fig|608506.3.peg.1031|COB47_0946	fig|632292.3.peg.1196|Calhy_1116	fig|632335.8.peg.1782|Calkr_1648	fig|632348.3.peg.1152|Calkro_1089	fig|632516.3.peg.1702|CallaDRAFT_1638	fig|632518.3.peg.1466|Calow_1380
TAG3593	-	-	-	-	fig|1387569.3.peg.908	fig|31899.10.peg.2144|SAMN05216182_1924	-	-	-	-	-	-	fig|632518.3.peg.1465|Calow_1379
TAG3594	fig|1121259.3.peg.1767	fig|1214564.3.peg.1650	fig|1387555.3.peg.1769	fig|1387557.3.peg.1883	fig|1387569.3.peg.909	fig|31899.10.peg.2143|SAMN05216182_1923	fig|351627.8.peg.1888|Csac_1719	fig|608506.3.peg.1034|COB47_0948	fig|632292.3.peg.1199|Calhy_1118	fig|632335.8.peg.1779|Calkr_1646	fig|632348.3.peg.1155|Calkro_1091	fig|632516.3.peg.1705|CallaDRAFT_1641	fig|632518.3.peg.1464|Calow_1378
TAG3595	fig|1121259.3.peg.1771	fig|1214564.3.peg.1653	fig|1387555.3.peg.1766	fig|1387557.3.peg.1879	fig|1387569.3.peg.912	fig|31899.10.peg.2139|SAMN05216182_1920	fig|351627.8.peg.1891|Csac_1721	fig|608506.3.peg.1037|COB47_0951	fig|632292.3.peg.1203|Calhy_1121	fig|632335.8.peg.1775|Calkr_1643	fig|632348.3.peg.1159|Calkro_1094	fig|632516.3.peg.1709|CallaDRAFT_1644	fig|632518.3.peg.1461|Calow_1375
TAG3596	-	-	-	-	fig|1387569.3.peg.914	-	-	-	-	-	-	-	-
TAG3597	-	-	-	-	fig|1387569.3.peg.915	-	-	-	-	-	-	-	-
TAG3598	fig|1121259.3.peg.1774	fig|1214564.3.peg.1656	fig|1387555.3.peg.1763	fig|1387557.3.peg.1876	fig|1387569.3.peg.916	fig|31899.10.peg.2136|SAMN05216182_1917	fig|351627.8.peg.1894|Csac_1724	fig|608506.3.peg.1040|COB47_0954	fig|632292.3.peg.1206|Calhy_1124	fig|632335.8.peg.1772|Calkr_1640	fig|632348.3.peg.1162|Calkro_1097	fig|632516.3.peg.1712|CallaDRAFT_1647	fig|632518.3.peg.1458|Calow_1372
TAG3599	fig|1121259.3.peg.1775	fig|1214564.3.peg.1657	fig|1387555.3.peg.1762	fig|1387557.3.peg.1875	fig|1387569.3.peg.917	fig|31899.10.peg.2135|SAMN05216182_1916	fig|351627.8.peg.1895|Csac_1725	fig|608506.3.peg.1041|COB47_0955	fig|632292.3.peg.1207|Calhy_1125	fig|632335.8.peg.1771|Calkr_1639	fig|632348.3.peg.1163|Calkro_1098	fig|632516.3.peg.1713|CallaDRAFT_1648	fig|632518.3.peg.1457|Calow_1371
TAG3600	-	-	-	-	fig|1387569.3.peg.92	-	-	-	-	-	-	-	-
TAG3601	fig|1121259.3.peg.1779	fig|1214564.3.peg.1660	fig|1387555.3.peg.1759	fig|1387557.3.peg.1872	fig|1387569.3.peg.920	fig|31899.10.peg.2132|SAMN05216182_1913	fig|351627.8.peg.1898|Csac_1728	fig|608506.3.peg.1044|COB47_0958	fig|632292.3.peg.1210|Calhy_1128	fig|632335.8.peg.1768|Calkr_1636	fig|632348.3.peg.1166|Calkro_1101	fig|632516.3.peg.1716|CallaDRAFT_1651	fig|632518.3.peg.1454|Calow_1368
TAG3602	fig|1121259.3.peg.1781	fig|1214564.3.peg.1661	fig|1387555.3.peg.1758	fig|1387557.3.peg.1870	fig|1387569.3.peg.921	fig|31899.10.peg.2131|SAMN05216182_1912	fig|351627.8.peg.1899|Csac_1729	fig|608506.3.peg.1045|COB47_0959	fig|632292.3.peg.1211|Calhy_1129	fig|632335.8.peg.1767|Calkr_1635	fig|632348.3.peg.1167|Calkro_1102	fig|632516.3.peg.2586|CallaDRAFT_2495	fig|632518.3.peg.1453|Calow_1367
TAG3603	fig|1121259.3.peg.1782	fig|1214564.3.peg.1662	fig|1387555.3.peg.1757	fig|1387557.3.peg.1869	fig|1387569.3.peg.922	fig|31899.10.peg.2130|SAMN05216182_1911	fig|351627.8.peg.1900|Csac_1730	fig|608506.3.peg.1046|COB47_0960	fig|632292.3.peg.1212|Calhy_1130	fig|632335.8.peg.1766|Calkr_1634	fig|632348.3.peg.1168|Calkro_1103	fig|632516.3.peg.2585|CallaDRAFT_2494	fig|632518.3.peg.1452|Calow_1366
TAG3604	fig|1121259.3.peg.1785	fig|1214564.3.peg.1665	fig|1387555.3.peg.1754	fig|1387557.3.peg.1866	fig|1387569.3.peg.925	fig|31899.10.peg.2127|SAMN05216182_1908	fig|351627.8.peg.1903|Csac_1732	fig|608506.3.peg.1049|COB47_0963	fig|632292.3.peg.1215|Calhy_1133	fig|632335.8.peg.1763|Calkr_1632	fig|632348.3.peg.1171|Calkro_1106	fig|632516.3.peg.2582|CallaDRAFT_2491	fig|632518.3.peg.1449|Calow_1363
TAG3605	fig|1121259.3.peg.1786	fig|1214564.3.peg.1666	fig|1387555.3.peg.1753	fig|1387557.3.peg.1865	fig|1387569.3.peg.926	fig|31899.10.peg.2126|SAMN05216182_1907	fig|351627.8.peg.1904|Csac_1733	fig|608506.3.peg.1050|COB47_0964	fig|632292.3.peg.1216|Calhy_1134	fig|632335.8.peg.1762|Calkr_1631	fig|632348.3.peg.1172|Calkro_1107	fig|632516.3.peg.1561|CallaDRAFT_1501	fig|632518.3.peg.1448|Calow_1362
TAG3606	fig|1121259.3.peg.1788	fig|1214564.3.peg.1668	fig|1387555.3.peg.1751	fig|1387557.3.peg.1863	fig|1387569.3.peg.928	fig|31899.10.peg.2124|SAMN05216182_1905	fig|351627.8.peg.1906|Csac_1735	fig|608506.3.peg.1052|COB47_0966	fig|632292.3.peg.1218|Calhy_1136	fig|632335.8.peg.1759|Calkr_1628	fig|632348.3.peg.1174|Calkro_1109	fig|632516.3.peg.1563|CallaDRAFT_1503	fig|632518.3.peg.1446|Calow_1360
TAG3607	fig|1121259.3.peg.1789	fig|1214564.3.peg.1669	fig|1387555.3.peg.1750	fig|1387557.3.peg.1862	fig|1387569.3.peg.929	fig|31899.10.peg.2123|SAMN05216182_1904	fig|351627.8.peg.1907|Csac_1736	fig|608506.3.peg.1053|COB47_0967	fig|632292.3.peg.1219|Calhy_1137	fig|632335.8.peg.1758|Calkr_1627	fig|632348.3.peg.1175|Calkro_1110	fig|632516.3.peg.1564|CallaDRAFT_1504	fig|632518.3.peg.1445|Calow_1359
TAG3608	-	-	-	-	fig|1387569.3.peg.930	-	-	-	-	-	-	-	-
TAG3609	-	-	-	-	fig|1387569.3.peg.931	-	-	-	-	-	-	-	-
TAG3610	fig|1121259.3.peg.2031	fig|1214564.3.peg.1672	fig|1387555.3.peg.1747	fig|1387557.3.peg.1818	fig|1387569.3.peg.934	fig|31899.10.peg.2059|SAMN05216182_1852	fig|351627.8.peg.1911|Csac_1739	fig|608506.3.peg.1083|COB47_0990	fig|632292.3.peg.1256|Calhy_1173	fig|632335.8.peg.1725|Calkr_1594	fig|632348.3.peg.1223|Calkro_1150	fig|632516.3.peg.2103|CallaDRAFT_2030	fig|632518.3.peg.1430|Calow_1343
TAG3611	fig|1121259.3.peg.2028	fig|1214564.3.peg.1675	fig|1387555.3.peg.1744	fig|1387557.3.peg.1815	fig|1387569.3.peg.937	fig|31899.10.peg.2057|SAMN05216182_1850	fig|351627.8.peg.1914|Csac_1741	fig|608506.3.peg.1086|COB47_0992	fig|632292.3.peg.1259|Calhy_1175	fig|632335.8.peg.1722|Calkr_1592	fig|632348.3.peg.1226|Calkro_1152	fig|632516.3.peg.2106|CallaDRAFT_2032	fig|632518.3.peg.1425|Calow_1340
TAG3612	-	-	-	-	fig|1387569.3.peg.939	-	-	-	-	-	-	-	-
TAG3613	-	-	-	-	fig|1387569.3.peg.940	-	-	-	-	-	-	-	-
TAG3614	-	-	-	-	fig|1387569.3.peg.941	-	-	-	-	-	-	-	-
TAG3615	-	-	-	-	fig|1387569.3.peg.942	-	-	-	-	-	-	-	-
TAG3616	-	-	-	-	fig|1387569.3.peg.943	-	-	-	-	-	-	-	-
TAG3617	-	-	-	-	fig|1387569.3.peg.944	-	-	-	-	-	-	-	-
TAG3618	fig|1121259.3.peg.2019	fig|1214564.3.peg.1684	fig|1387555.3.peg.1735	fig|1387557.3.peg.1806	fig|1387569.3.peg.949	fig|31899.10.peg.2048|SAMN05216182_1840	fig|351627.8.peg.1923|Csac_1750	fig|608506.3.peg.1095|COB47_1001	fig|632292.3.peg.1268|Calhy_1184	fig|632335.8.peg.1713|Calkr_1583	fig|632348.3.peg.1235|Calkro_1161	fig|632516.3.peg.1090|CallaDRAFT_1031	fig|632518.3.peg.1416|Calow_1331
TAG3619	fig|1121259.3.peg.2013	fig|1214564.3.peg.1690	fig|1387555.3.peg.1729	fig|1387557.3.peg.1800	fig|1387569.3.peg.955	fig|31899.10.peg.2042|SAMN05216182_1834	fig|351627.8.peg.1929|Csac_1756	fig|608506.3.peg.1101|COB47_1007	fig|632292.3.peg.1274|Calhy_1190	fig|632335.8.peg.1707|Calkr_1577	fig|632348.3.peg.1241|Calkro_1167	fig|632516.3.peg.1096|CallaDRAFT_1037	fig|632518.3.peg.1410|Calow_1325
TAG3620	fig|1121259.3.peg.2009	fig|1214564.3.peg.1694	fig|1387555.3.peg.1725	fig|1387557.3.peg.1796	fig|1387569.3.peg.959	fig|31899.10.peg.2038|SAMN05216182_1830	fig|351627.8.peg.1933|Csac_1760	fig|608506.3.peg.1105|COB47_1011	fig|632292.3.peg.1278|Calhy_1194	fig|632335.8.peg.1703|Calkr_1573	fig|632348.3.peg.1245|Calkro_1171	fig|632516.3.peg.1100|CallaDRAFT_1041	fig|632518.3.peg.1406|Calow_1321
TAG3621	-	-	-	-	fig|1387569.3.peg.960	-	-	-	-	-	-	-	-
TAG3622	fig|1121259.3.peg.1700	fig|1214564.3.peg.1695	fig|1387555.3.peg.1724	fig|1387557.3.peg.1950	fig|1387569.3.peg.961	fig|31899.10.peg.2198|SAMN05216182_1980	fig|351627.8.peg.1934|Csac_1761	fig|608506.3.peg.976|COB47_0896	fig|632292.3.peg.1142|Calhy_1062	fig|632335.8.peg.1837|Calkr_1703	fig|632348.3.peg.1088|Calkro_1026	fig|632516.3.peg.2046|CallaDRAFT_1975	fig|632518.3.peg.1519|Calow_1429
TAG3623	fig|1121259.3.peg.1701	fig|1214564.3.peg.1696	fig|1387555.3.peg.1722	fig|1387557.3.peg.1949	fig|1387569.3.peg.962	fig|31899.10.peg.2197|SAMN05216182_1979	fig|351627.8.peg.1935|Csac_1762	fig|608506.3.peg.977|COB47_0897	fig|632292.3.peg.1143|Calhy_1063	fig|632335.8.peg.1836|Calkr_1702	fig|632348.3.peg.1089|Calkro_1027	fig|632516.3.peg.2047|CallaDRAFT_1976	fig|632518.3.peg.1517|Calow_1428
TAG3624	fig|1121259.3.peg.1702	fig|1214564.3.peg.1697	fig|1387555.3.peg.1721	fig|1387557.3.peg.1948	fig|1387569.3.peg.963	fig|31899.10.peg.2196|SAMN05216182_1978	fig|351627.8.peg.1936|Csac_1763	fig|608506.3.peg.978|COB47_0898	fig|632292.3.peg.1144|Calhy_1064	fig|632335.8.peg.1835|Calkr_1701	fig|632348.3.peg.1090|Calkro_1028	fig|632516.3.peg.2048|CallaDRAFT_1977	fig|632518.3.peg.1516|Calow_1427
TAG3625	fig|1121259.3.peg.1703	fig|1214564.3.peg.1698	fig|1387555.3.peg.1720	fig|1387557.3.peg.1947	fig|1387569.3.peg.964	fig|31899.10.peg.2195|SAMN05216182_1977	fig|351627.8.peg.1937|Csac_1764	fig|608506.3.peg.979|COB47_0899	fig|632292.3.peg.1145|Calhy_1065	fig|632335.8.peg.1834|Calkr_1700	fig|632348.3.peg.1091|Calkro_1029	fig|632516.3.peg.2049|CallaDRAFT_1978	fig|632518.3.peg.1515|Calow_1426
TAG3626	fig|1121259.3.peg.1704	fig|1214564.3.peg.1699	fig|1387555.3.peg.1719	fig|1387557.3.peg.1946	fig|1387569.3.peg.965	fig|31899.10.peg.2194|SAMN05216182_1976	fig|351627.8.peg.1938|Csac_1765	fig|608506.3.peg.980|COB47_0900	fig|632292.3.peg.1146|Calhy_1066	fig|632335.8.peg.1833|Calkr_1699	fig|632348.3.peg.1092|Calkro_1030	fig|632516.3.peg.2050|CallaDRAFT_1979	fig|632518.3.peg.1514|Calow_1425
TAG3627	fig|1121259.3.peg.43	fig|1214564.3.peg.1703	fig|1387555.3.peg.1714	fig|1387557.3.peg.1447	fig|1387569.3.peg.968	fig|31899.10.peg.1691|SAMN05216182_1482	fig|351627.8.peg.1944|Csac_1770	fig|608506.3.peg.1457|COB47_1351	fig|632292.3.peg.1608|Calhy_1520	fig|632335.8.peg.1308|Calkr_1186	fig|632348.3.peg.1577|Calkro_1495	fig|632516.3.peg.1288|CallaDRAFT_1233	fig|632518.3.peg.1073|Calow_0996
TAG3628	fig|1121259.3.peg.45	fig|1214564.3.peg.1705	fig|1387555.3.peg.1712	fig|1387557.3.peg.1449	fig|1387569.3.peg.970	fig|31899.10.peg.1693|SAMN05216182_1484	fig|351627.8.peg.1946|Csac_1772	fig|608506.3.peg.1455|COB47_1349	fig|632292.3.peg.1606|Calhy_1518	fig|632335.8.peg.1310|Calkr_1188	fig|632348.3.peg.1575|Calkro_1493	fig|632516.3.peg.1286|CallaDRAFT_1231	fig|632518.3.peg.1075|Calow_0998
TAG3629	fig|1121259.3.peg.46	fig|1214564.3.peg.1706	fig|1387555.3.peg.1711	fig|1387557.3.peg.1450	fig|1387569.3.peg.971	fig|31899.10.peg.1694|SAMN05216182_1485	fig|351627.8.peg.1947|Csac_1773	fig|608506.3.peg.1454|COB47_1348	fig|632292.3.peg.1605|Calhy_1517	fig|632335.8.peg.1311|Calkr_1189	fig|632348.3.peg.1574|Calkro_1492	fig|632516.3.peg.1285|CallaDRAFT_1230	fig|632518.3.peg.1076|Calow_0999
TAG3630	fig|1121259.3.peg.48	fig|1214564.3.peg.1708	fig|1387555.3.peg.1709	fig|1387557.3.peg.1452	fig|1387569.3.peg.973	fig|31899.10.peg.1696|SAMN05216182_1487	fig|351627.8.peg.1949|Csac_1775	fig|608506.3.peg.1452|COB47_1346	fig|632292.3.peg.1603|Calhy_1515	fig|632335.8.peg.1313|Calkr_1191	fig|632348.3.peg.1572|Calkro_1490	fig|632516.3.peg.1283|CallaDRAFT_1228	fig|632518.3.peg.1078|Calow_1001
TAG3631	fig|1121259.3.peg.52	fig|1214564.3.peg.1712	fig|1387555.3.peg.1704	fig|1387557.3.peg.1456	fig|1387569.3.peg.977	fig|31899.10.peg.1701|SAMN05216182_1491	fig|351627.8.peg.1953|Csac_1779	fig|608506.3.peg.1448|COB47_1342	fig|632292.3.peg.1599|Calhy_1511	fig|632335.8.peg.1317|Calkr_1195	fig|632348.3.peg.1568|Calkro_1486	fig|632516.3.peg.1279|CallaDRAFT_1224	fig|632518.3.peg.1082|Calow_1005
TAG3632	fig|1121259.3.peg.53	fig|1214564.3.peg.1713	fig|1387555.3.peg.1703	fig|1387557.3.peg.1457	fig|1387569.3.peg.978	fig|31899.10.peg.1702|SAMN05216182_1492	fig|351627.8.peg.1954|Csac_1780	fig|608506.3.peg.1447|COB47_1341	fig|632292.3.peg.1598|Calhy_1510	fig|632335.8.peg.1318|Calkr_1196	fig|632348.3.peg.1567|Calkro_1485	fig|632516.3.peg.1278|CallaDRAFT_1223	fig|632518.3.peg.1083|Calow_1006
TAG3633	fig|1121259.3.peg.54	fig|1214564.3.peg.1714	fig|1387555.3.peg.1702	fig|1387557.3.peg.1458	fig|1387569.3.peg.979	fig|31899.10.peg.1703|SAMN05216182_1493	fig|351627.8.peg.1955|Csac_1781	fig|608506.3.peg.1446|COB47_1340	fig|632292.3.peg.1597|Calhy_1509	fig|632335.8.peg.1319|Calkr_1197	fig|632348.3.peg.1566|Calkro_1484	fig|632516.3.peg.1277|CallaDRAFT_1222	fig|632518.3.peg.1084|Calow_1007
TAG3634	fig|1121259.3.peg.55	fig|1214564.3.peg.1715	fig|1387555.3.peg.1701	fig|1387557.3.peg.1459	fig|1387569.3.peg.980	fig|31899.10.peg.1704|SAMN05216182_1494	fig|351627.8.peg.1956|Csac_1782	fig|608506.3.peg.1445|COB47_1339	fig|632292.3.peg.1596|Calhy_1508	fig|632335.8.peg.1320|Calkr_1198	fig|632348.3.peg.1565|Calkro_1483	fig|632516.3.peg.1276|CallaDRAFT_1221	fig|632518.3.peg.1085|Calow_1008
TAG3635	fig|1121259.3.peg.56	fig|1214564.3.peg.1716	fig|1387555.3.peg.1700	fig|1387557.3.peg.1460	fig|1387569.3.peg.981	fig|31899.10.peg.1705|SAMN05216182_1495	fig|351627.8.peg.1957|Csac_1783	fig|608506.3.peg.1444|COB47_1338	fig|632292.3.peg.1595|Calhy_1507	fig|632335.8.peg.1321|Calkr_1199	fig|632348.3.peg.1564|Calkro_1482	fig|632516.3.peg.1275|CallaDRAFT_1220	fig|632518.3.peg.1086|Calow_1009
TAG3636	fig|1121259.3.peg.57	fig|1214564.3.peg.1717	fig|1387555.3.peg.1699	fig|1387557.3.peg.1461	fig|1387569.3.peg.982	fig|31899.10.peg.1706|SAMN05216182_1496	fig|351627.8.peg.1958|Csac_1784	fig|608506.3.peg.1443|COB47_1337	fig|632292.3.peg.1594|Calhy_1506	fig|632335.8.peg.1322|Calkr_1200	fig|632348.3.peg.1563|Calkro_1481	fig|632516.3.peg.1274|CallaDRAFT_1219	fig|632518.3.peg.1087|Calow_1010
TAG3637	fig|1121259.3.peg.59	fig|1214564.3.peg.1719	fig|1387555.3.peg.1697	fig|1387557.3.peg.1463	fig|1387569.3.peg.984	fig|31899.10.peg.1708|SAMN05216182_1498	fig|351627.8.peg.1960|Csac_1786	fig|608506.3.peg.1441|COB47_1335	fig|632292.3.peg.1592|Calhy_1504	fig|632335.8.peg.1324|Calkr_1202	fig|632348.3.peg.1561|Calkro_1479	fig|632516.3.peg.1272|CallaDRAFT_1217	fig|632518.3.peg.1089|Calow_1012
TAG3638	fig|1121259.3.peg.60	fig|1214564.3.peg.1720	fig|1387555.3.peg.1696	fig|1387557.3.peg.1464	fig|1387569.3.peg.985	fig|31899.10.peg.1709|SAMN05216182_1499	fig|351627.8.peg.1961|Csac_1787	fig|608506.3.peg.1440|COB47_1334	fig|632292.3.peg.1591|Calhy_1503	fig|632335.8.peg.1325|Calkr_1203	fig|632348.3.peg.1560|Calkro_1478	fig|632516.3.peg.1271|CallaDRAFT_1216	fig|632518.3.peg.1090|Calow_1013
TAG3639	fig|1121259.3.peg.62	fig|1214564.3.peg.1722	fig|1387555.3.peg.1694	fig|1387557.3.peg.1466	fig|1387569.3.peg.987	fig|31899.10.peg.1711|SAMN05216182_1501	fig|351627.8.peg.1963|Csac_1789	fig|608506.3.peg.1438|COB47_1332	fig|632292.3.peg.1589|Calhy_1501	fig|632335.8.peg.1327|Calkr_1205	fig|632348.3.peg.1558|Calkro_1476	fig|632516.3.peg.1269|CallaDRAFT_1214	fig|632518.3.peg.1092|Calow_1015
TAG3640	fig|1121259.3.peg.64	fig|1214564.3.peg.1724	fig|1387555.3.peg.1692	fig|1387557.3.peg.1468	fig|1387569.3.peg.988	fig|31899.10.peg.1713|SAMN05216182_1503	fig|351627.8.peg.1965|Csac_1791	fig|608506.3.peg.1436|COB47_1330	fig|632292.3.peg.1587|Calhy_1499	fig|632335.8.peg.1329|Calkr_1207	fig|632348.3.peg.1556|Calkro_1474	fig|632516.3.peg.1267|CallaDRAFT_1212	fig|632518.3.peg.1094|Calow_1017
TAG3641	fig|1121259.3.peg.65	fig|1214564.3.peg.1725	fig|1387555.3.peg.1691	fig|1387557.3.peg.1469	fig|1387569.3.peg.989	fig|31899.10.peg.1714|SAMN05216182_1504	fig|351627.8.peg.1966|Csac_1792	fig|608506.3.peg.1435|COB47_1329	fig|632292.3.peg.1586|Calhy_1498	fig|632335.8.peg.1330|Calkr_1208	fig|632348.3.peg.1555|Calkro_1473	fig|632516.3.peg.1266|CallaDRAFT_1211	fig|632518.3.peg.1095|Calow_1018
TAG3642	fig|1121259.3.peg.66	fig|1214564.3.peg.1726	fig|1387555.3.peg.1690	fig|1387557.3.peg.1470	fig|1387569.3.peg.990	fig|31899.10.peg.1715|SAMN05216182_1505	fig|351627.8.peg.1967|Csac_1793	fig|608506.3.peg.1434|COB47_1328	fig|632292.3.peg.1585|Calhy_1497	fig|632335.8.peg.1331|Calkr_1209	fig|632348.3.peg.1554|Calkro_1472	fig|632516.3.peg.1265|CallaDRAFT_1210	fig|632518.3.peg.1096|Calow_1019
TAG3643	-	-	-	-	fig|1387569.3.peg.991	-	-	-	-	-	-	-	-
TAG3644	-	-	-	-	fig|1387569.3.peg.992	-	-	-	-	-	-	-	-
TAG3645	fig|1121259.3.peg.68	fig|1214564.3.peg.1728	fig|1387555.3.peg.1689	fig|1387557.3.peg.1472	fig|1387569.3.peg.993	fig|31899.10.peg.1717|SAMN05216182_1507	fig|351627.8.peg.1969|Csac_1795	fig|608506.3.peg.1432|COB47_1326	fig|632292.3.peg.1583|Calhy_1495	fig|632335.8.peg.1333|Calkr_1211	fig|632348.3.peg.1552|Calkro_1470	fig|632516.3.peg.279|CallaDRAFT_0280	fig|632518.3.peg.1099|Calow_1021
TAG3646	fig|1121259.3.peg.71	fig|1214564.3.peg.1732	fig|1387555.3.peg.1686	fig|1387557.3.peg.1475	fig|1387569.3.peg.996	fig|31899.10.peg.1720|SAMN05216182_1510	fig|351627.8.peg.1973|Csac_1798	fig|608506.3.peg.1428|COB47_1323	fig|632292.3.peg.1579|Calhy_1492	fig|632335.8.peg.1336|Calkr_1214	fig|632348.3.peg.1549|Calkro_1467	fig|632516.3.peg.276|CallaDRAFT_0277	fig|632518.3.peg.1102|Calow_1024
TAG3647	-	-	fig|1387555.3.peg.14	-	-	fig|31899.10.peg.100	-	-	-	-	-	-	fig|632518.3.peg.2405
TAG3648	fig|1121259.3.peg.777	fig|1214564.3.peg.1853	fig|1387555.3.peg.2368	fig|1387557.3.peg.822	fig|1387569.3.peg.754	fig|31899.10.peg.1003|SAMN05216182_0834	fig|351627.8.peg.911|Csac_0801	fig|608506.3.peg.583|COB47_0524	fig|632292.3.peg.2175|Calhy_2077	fig|632335.8.peg.2190|Calkr_2023	fig|632348.3.peg.2178|Calkro_2062	fig|632516.3.peg.2238|CallaDRAFT_2154	fig|632518.3.peg.485|Calow_0434
